date,start,end,actual
12/03/2023,00:00,01:00,56.4
12/03/2023,01:00,02:00,55.05
12/03/2023,02:00,03:00,57.74
12/03/2023,03:00,04:00,61.48
12/03/2023,04:00,05:00,62.01
12/03/2023,05:00,06:00,60.35
12/03/2023,06:00,07:00,60.5
12/03/2023,07:00,08:00,53.23
12/03/2023,08:00,09:00,46.71
12/03/2023,09:00,10:00,42.41
12/03/2023,10:00,11:00,42.39
12/03/2023,11:00,12:00,41.31
12/03/2023,12:00,13:00,40.4
12/03/2023,13:00,14:00,47.02
12/03/2023,14:00,15:00,58.52
12/03/2023,15:00,16:00,62.66
12/03/2023,16:00,17:00,80.03
12/03/2023,17:00,18:00,84.24
12/03/2023,18:00,19:00,96.66
12/03/2023,19:00,20:00,87.87
12/03/2023,20:00,21:00,81.77
12/03/2023,21:00,22:00,72.49
12/03/2023,22:00,23:00,67.59
12/03/2023,23:00,00:00,66.35
13/03/2023,00:00,01:00,63.75
13/03/2023,01:00,02:00,62.81
13/03/2023,02:00,03:00,61.07
13/03/2023,03:00,04:00,59.57
13/03/2023,04:00,05:00,56.74
13/03/2023,05:00,06:00,62.88
13/03/2023,06:00,07:00,70.57
13/03/2023,07:00,08:00,51.87
13/03/2023,08:00,09:00,54.81
13/03/2023,09:00,10:00,38.92
13/03/2023,10:00,11:00,36.68
13/03/2023,11:00,12:00,40.34
13/03/2023,12:00,13:00,43.43
13/03/2023,13:00,14:00,44.99
13/03/2023,14:00,15:00,40.51
13/03/2023,15:00,16:00,43.83
13/03/2023,16:00,17:00,58.88
13/03/2023,17:00,18:00,68.25
13/03/2023,18:00,19:00,77.13
13/03/2023,19:00,20:00,66.39
13/03/2023,20:00,21:00,59.81
13/03/2023,21:00,22:00,55.14
13/03/2023,22:00,23:00,63.13
13/03/2023,23:00,00:00,75.84
14/03/2023,00:00,01:00,86.39
14/03/2023,01:00,02:00,76.56
14/03/2023,02:00,03:00,72.09
14/03/2023,03:00,04:00,77.6
14/03/2023,04:00,05:00,80.62
14/03/2023,05:00,06:00,80.36
14/03/2023,06:00,07:00,92.77
14/03/2023,07:00,08:00,103.49
14/03/2023,08:00,09:00,104.81
14/03/2023,09:00,10:00,92.82
14/03/2023,10:00,11:00,84.81
14/03/2023,11:00,12:00,85.13
14/03/2023,12:00,13:00,74.29
14/03/2023,13:00,14:00,71.59
14/03/2023,14:00,15:00,90.56
14/03/2023,15:00,16:00,112.35
14/03/2023,16:00,17:00,131.02
14/03/2023,17:00,18:00,165.35
14/03/2023,18:00,19:00,188.46
14/03/2023,19:00,20:00,191.63
14/03/2023,20:00,21:00,195.56
14/03/2023,21:00,22:00,189.55
14/03/2023,22:00,23:00,180.91
14/03/2023,23:00,00:00,164.6
