date,start,end,actual
2023-11-28,00:00,01:00,355.36
2023-11-28,01:00,02:00,359.13
2023-11-28,02:00,03:00,358.6
2023-11-28,03:00,04:00,362.87
2023-11-28,04:00,05:00,383.21
2023-11-28,05:00,06:00,434.02
2023-11-28,06:00,07:00,472.41
2023-11-28,07:00,08:00,500.91
2023-11-28,08:00,09:00,515.59
2023-11-28,09:00,10:00,527.89
2023-11-28,10:00,11:00,539.49
2023-11-28,11:00,12:00,539.16
2023-11-28,12:00,13:00,547.36
2023-11-28,13:00,14:00,563.28
2023-11-28,14:00,15:00,566.23
2023-11-28,15:00,16:00,560.52
2023-11-28,16:00,17:00,565.24
2023-11-28,17:00,18:00,577.47
2023-11-28,18:00,19:00,581.51
2023-11-28,19:00,20:00,592.35
2023-11-28,20:00,21:00,579.22
2023-11-28,21:00,22:00,560.36
2023-11-28,22:00,23:00,519.37
2023-11-28,23:00,24:00,499.19
2023-11-29,00:00,01:00,459.11
2023-11-29,01:00,02:00,428.35
2023-11-29,02:00,03:00,409.69
2023-11-29,03:00,04:00,403.97
2023-11-29,04:00,05:00,425.88
2023-11-29,05:00,06:00,456.51
2023-11-29,06:00,07:00,477.26
2023-11-29,07:00,08:00,490.3
2023-11-29,08:00,09:00,495.77
2023-11-29,09:00,10:00,495.84
2023-11-29,10:00,11:00,497.13
2023-11-29,11:00,12:00,494.97
2023-11-29,12:00,13:00,501.83
2023-11-29,13:00,14:00,515.43
2023-11-29,14:00,15:00,526.57
2023-11-29,15:00,16:00,530.82
2023-11-29,16:00,17:00,530.6
2023-11-29,17:00,18:00,544.79
2023-11-29,18:00,19:00,556.19
2023-11-29,19:00,20:00,577.97
2023-11-29,20:00,21:00,603.4
2023-11-29,21:00,22:00,629.31
2023-11-29,22:00,23:00,635.42
2023-11-29,23:00,24:00,630.34
2023-11-30,00:00,01:00,635.8
2023-11-30,01:00,02:00,634.76
2023-11-30,02:00,03:00,637.57
2023-11-30,03:00,04:00,641.57
2023-11-30,04:00,05:00,646.36
2023-11-30,05:00,06:00,634.28
2023-11-30,06:00,07:00,617.13
2023-11-30,07:00,08:00,611.64
2023-11-30,08:00,09:00,601.33
2023-11-30,09:00,10:00,597.63
2023-11-30,10:00,11:00,597.24
2023-11-30,11:00,12:00,591.43
2023-11-30,12:00,13:00,592.84
2023-11-30,13:00,14:00,594.84
2023-11-30,14:00,15:00,602.65
2023-11-30,15:00,16:00,600.79
2023-11-30,16:00,17:00,592.69
2023-11-30,17:00,18:00,593.03
2023-11-30,18:00,19:00,598.93
2023-11-30,19:00,20:00,612.25
2023-11-30,20:00,21:00,632.25
2023-11-30,21:00,22:00,645.99
2023-11-30,22:00,23:00,656.34
2023-11-30,23:00,24:00,646.47
2023-12-01,00:00,01:00,644.88
2023-12-01,01:00,02:00,644.0
2023-12-01,02:00,03:00,643.86
2023-12-01,03:00,04:00,631.71
2023-12-01,04:00,05:00,626.79
2023-12-01,05:00,06:00,615.08
2023-12-01,06:00,07:00,607.72
2023-12-01,07:00,08:00,601.13
2023-12-01,08:00,09:00,596.24
2023-12-01,09:00,10:00,598.34
2023-12-01,10:00,11:00,597.85
2023-12-01,11:00,12:00,594.16
2023-12-01,12:00,13:00,595.31
2023-12-01,13:00,14:00,600.58
2023-12-01,14:00,15:00,599.52
2023-12-01,15:00,16:00,594.76
2023-12-01,16:00,17:00,589.83
2023-12-01,17:00,18:00,600.9
2023-12-01,18:00,19:00,615.91
2023-12-01,19:00,20:00,627.58
2023-12-01,20:00,21:00,647.61
2023-12-01,21:00,22:00,662.17
2023-12-01,22:00,23:00,661.87
2023-12-01,23:00,24:00,658.29
