date,start,end,actual
10-05-2023,00:00,01:00,327.79
10-05-2023,01:00,02:00,324.17
10-05-2023,02:00,03:00,327.39
10-05-2023,03:00,04:00,342.6
10-05-2023,04:00,05:00,355.11
10-05-2023,05:00,06:00,366.19
10-05-2023,06:00,07:00,360.6
10-05-2023,07:00,08:00,336.81
10-05-2023,08:00,09:00,321.46
10-05-2023,09:00,10:00,309.31
10-05-2023,10:00,11:00,309.41
10-05-2023,11:00,12:00,308.34
10-05-2023,12:00,13:00,292.58
10-05-2023,13:00,14:00,309.98
10-05-2023,14:00,15:00,348.7
10-05-2023,15:00,16:00,383.28
10-05-2023,16:00,17:00,420.4
10-05-2023,17:00,18:00,456.54
10-05-2023,18:00,19:00,481.31
10-05-2023,19:00,20:00,491.2
10-05-2023,20:00,21:00,505.06
10-05-2023,21:00,22:00,513.07
10-05-2023,22:00,23:00,502.86
10-05-2023,23:00,24:00,485.41
11-05-2023,00:00,01:00,486.19
11-05-2023,01:00,02:00,488.88
11-05-2023,02:00,03:00,498.36
11-05-2023,03:00,04:00,513.9
11-05-2023,04:00,05:00,489.69
11-05-2023,05:00,06:00,481.73
11-05-2023,06:00,07:00,466.79
11-05-2023,07:00,08:00,442.54
11-05-2023,08:00,09:00,417.0
11-05-2023,09:00,10:00,382.19
11-05-2023,10:00,11:00,367.61
11-05-2023,11:00,12:00,370.57
11-05-2023,12:00,13:00,365.29
11-05-2023,13:00,14:00,382.9
11-05-2023,14:00,15:00,401.24
11-05-2023,15:00,16:00,410.34
11-05-2023,16:00,17:00,430.72
11-05-2023,17:00,18:00,452.95
11-05-2023,18:00,19:00,461.48
11-05-2023,19:00,20:00,456.52
11-05-2023,20:00,21:00,448.01
11-05-2023,21:00,22:00,434.28
11-05-2023,22:00,23:00,406.56
11-05-2023,23:00,24:00,378.39
12-05-2023,00:00,01:00,373.77
12-05-2023,01:00,02:00,378.84
12-05-2023,02:00,03:00,384.81
12-05-2023,03:00,04:00,409.27
12-05-2023,04:00,05:00,407.59
12-05-2023,05:00,06:00,406.06
12-05-2023,06:00,07:00,386.96
12-05-2023,07:00,08:00,348.48
12-05-2023,08:00,09:00,316.33
12-05-2023,09:00,10:00,266.03
12-05-2023,10:00,11:00,244.29
12-05-2023,11:00,12:00,240.01
12-05-2023,12:00,13:00,244.4
12-05-2023,13:00,14:00,253.04
12-05-2023,14:00,15:00,272.59
12-05-2023,15:00,16:00,295.73
12-05-2023,16:00,17:00,323.16
12-05-2023,17:00,18:00,351.75
12-05-2023,18:00,19:00,373.69
12-05-2023,19:00,20:00,345.46
12-05-2023,20:00,21:00,320.09
12-05-2023,21:00,22:00,310.81
12-05-2023,22:00,23:00,293.61
12-05-2023,23:00,24:00,284.76
13-05-2023,00:00,01:00,274.0
13-05-2023,01:00,02:00,277.88
13-05-2023,02:00,03:00,286.69
13-05-2023,03:00,04:00,298.3
13-05-2023,04:00,05:00,287.55
13-05-2023,05:00,06:00,265.23
13-05-2023,06:00,07:00,244.5
13-05-2023,07:00,08:00,224.29
13-05-2023,08:00,09:00,191.42
13-05-2023,09:00,10:00,173.14
13-05-2023,10:00,11:00,166.84
13-05-2023,11:00,12:00,172.24
13-05-2023,12:00,13:00,172.44
13-05-2023,13:00,14:00,167.96
13-05-2023,14:00,15:00,180.74
13-05-2023,15:00,16:00,204.25
13-05-2023,16:00,17:00,250.77
13-05-2023,17:00,18:00,298.96
13-05-2023,18:00,19:00,340.15
13-05-2023,19:00,20:00,346.37
13-05-2023,20:00,21:00,345.39
13-05-2023,21:00,22:00,348.89
13-05-2023,22:00,23:00,351.06
13-05-2023,23:00,24:00,358.34
14-05-2023,00:00,01:00,370.36
14-05-2023,01:00,02:00,373.49
14-05-2023,02:00,03:00,365.21
14-05-2023,03:00,04:00,351.11
14-05-2023,04:00,05:00,318.96
14-05-2023,05:00,06:00,268.1
14-05-2023,06:00,07:00,258.66
14-05-2023,07:00,08:00,234.73
14-05-2023,08:00,09:00,196.94
14-05-2023,09:00,10:00,175.91
14-05-2023,10:00,11:00,178.57
14-05-2023,11:00,12:00,190.7
14-05-2023,12:00,13:00,193.65
14-05-2023,13:00,14:00,196.15
14-05-2023,14:00,15:00,211.69
14-05-2023,15:00,16:00,247.43
14-05-2023,16:00,17:00,300.98
14-05-2023,17:00,18:00,367.09
14-05-2023,18:00,19:00,389.86
14-05-2023,19:00,20:00,409.99
14-05-2023,20:00,21:00,419.05
14-05-2023,21:00,22:00,414.02
14-05-2023,22:00,23:00,402.46
14-05-2023,23:00,24:00,415.08
15-05-2023,00:00,01:00,417.05
15-05-2023,01:00,02:00,408.87
15-05-2023,02:00,03:00,403.72
15-05-2023,03:00,04:00,401.87
15-05-2023,04:00,05:00,391.41
15-05-2023,05:00,06:00,370.76
15-05-2023,06:00,07:00,352.69
15-05-2023,07:00,08:00,308.62
