Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
01/01/2023 00:00,Great Britain,Great Britain,GB,71.54,103.5,85.53,61.24,bmreports.com,FALSE,
01/01/2023 01:00,Great Britain,Great Britain,GB,65.29,95.6,87.13,62.47,bmreports.com,FALSE,
01/01/2023 02:00,Great Britain,Great Britain,GB,63.29,93.47,87.32,61.77,bmreports.com,FALSE,
01/01/2023 03:00,Great Britain,Great Britain,GB,65.29,96.03,86.91,60.37,bmreports.com,FALSE,
01/01/2023 04:00,Great Britain,Great Britain,GB,69.26,100.91,85.99,58.78,bmreports.com,FALSE,
01/01/2023 05:00,Great Britain,Great Britain,GB,68.9,100.22,86.26,58.82,bmreports.com,FALSE,
01/01/2023 06:00,Great Britain,Great Britain,GB,69.41,100.92,85.99,58.61,bmreports.com,FALSE,
01/01/2023 07:00,Great Britain,Great Britain,GB,69.05,100.03,85.14,57.49,bmreports.com,FALSE,
01/01/2023 08:00,Great Britain,Great Britain,GB,70.68,101.97,85.02,57.51,bmreports.com,FALSE,
01/01/2023 09:00,Great Britain,Great Britain,GB,65.04,94.52,86.08,58.24,bmreports.com,FALSE,
01/01/2023 10:00,Great Britain,Great Britain,GB,65.95,97.62,85.59,57.75,bmreports.com,FALSE,
01/01/2023 11:00,Great Britain,Great Britain,GB,68.47,102.86,85.27,59.27,bmreports.com,FALSE,
01/01/2023 12:00,Great Britain,Great Britain,GB,69.45,106.39,84.5,59.67,bmreports.com,FALSE,
01/01/2023 13:00,Great Britain,Great Britain,GB,71.72,108.18,83.55,58.28,bmreports.com,FALSE,
01/01/2023 14:00,Great Britain,Great Britain,GB,88.49,131.39,79.37,53.84,bmreports.com,FALSE,
01/01/2023 15:00,Great Britain,Great Britain,GB,114.88,164.35,72.76,47.63,bmreports.com,FALSE,
01/01/2023 16:00,Great Britain,Great Britain,GB,131.58,185.18,69,45.35,bmreports.com,FALSE,
01/01/2023 17:00,Great Britain,Great Britain,GB,143.3,199.97,66.36,43.31,bmreports.com,FALSE,
01/01/2023 18:00,Great Britain,Great Britain,GB,136.53,192.02,67.76,43.39,bmreports.com,FALSE,
01/01/2023 19:00,Great Britain,Great Britain,GB,137.14,192.94,67.26,41.18,bmreports.com,FALSE,
01/01/2023 20:00,Great Britain,Great Britain,GB,136.96,192.21,67.68,40.24,bmreports.com,FALSE,
01/01/2023 21:00,Great Britain,Great Britain,GB,127.69,180.18,70.75,41.16,bmreports.com,FALSE,
01/01/2023 22:00,Great Britain,Great Britain,GB,122.34,173.25,72.66,40.6,bmreports.com,FALSE,
01/01/2023 23:00,Great Britain,Great Britain,GB,122.79,173.63,72.78,39.3,bmreports.com,FALSE,
02/01/2023 00:00,Great Britain,Great Britain,GB,112.68,162.87,74.59,40.64,bmreports.com,FALSE,
02/01/2023 01:00,Great Britain,Great Britain,GB,106.15,151.48,76.5,42.4,bmreports.com,FALSE,
02/01/2023 02:00,Great Britain,Great Britain,GB,103.08,147.39,77.95,44.13,bmreports.com,FALSE,
02/01/2023 03:00,Great Britain,Great Britain,GB,101.18,145.75,79.15,44.63,bmreports.com,FALSE,
02/01/2023 04:00,Great Britain,Great Britain,GB,102.82,149.85,78.3,43.12,bmreports.com,FALSE,
02/01/2023 05:00,Great Britain,Great Britain,GB,102.87,152.36,77.35,44.02,bmreports.com,FALSE,
02/01/2023 06:00,Great Britain,Great Britain,GB,110.29,163.52,74.59,44.52,bmreports.com,FALSE,
02/01/2023 07:00,Great Britain,Great Britain,GB,125.02,180.63,70.22,42.45,bmreports.com,FALSE,
02/01/2023 08:00,Great Britain,Great Britain,GB,135.66,196.52,67.53,42.31,bmreports.com,FALSE,
02/01/2023 09:00,Great Britain,Great Britain,GB,135.7,195.9,68.03,44.2,bmreports.com,FALSE,
02/01/2023 10:00,Great Britain,Great Britain,GB,125.71,183.52,70.62,46.49,bmreports.com,FALSE,
02/01/2023 11:00,Great Britain,Great Britain,GB,126.22,185.08,70.11,47.39,bmreports.com,FALSE,
02/01/2023 12:00,Great Britain,Great Britain,GB,123.77,181.59,70.92,47.71,bmreports.com,FALSE,
02/01/2023 13:00,Great Britain,Great Britain,GB,133.28,193.54,68.29,45.7,bmreports.com,FALSE,
02/01/2023 14:00,Great Britain,Great Britain,GB,142.62,204.09,65.78,42.1,bmreports.com,FALSE,
02/01/2023 15:00,Great Britain,Great Britain,GB,162.42,229.78,60.12,37.95,bmreports.com,FALSE,
02/01/2023 16:00,Great Britain,Great Britain,GB,171.83,240.55,57.98,35.97,bmreports.com,FALSE,
02/01/2023 17:00,Great Britain,Great Britain,GB,179.45,249.23,56.76,35.67,bmreports.com,FALSE,
02/01/2023 18:00,Great Britain,Great Britain,GB,177.88,247.36,57.07,35.28,bmreports.com,FALSE,
02/01/2023 19:00,Great Britain,Great Britain,GB,174.87,243.64,57.67,34.39,bmreports.com,FALSE,
02/01/2023 20:00,Great Britain,Great Britain,GB,164.6,230.17,60.38,35.28,bmreports.com,FALSE,
02/01/2023 21:00,Great Britain,Great Britain,GB,143.99,203.37,65.96,38.6,bmreports.com,FALSE,
02/01/2023 22:00,Great Britain,Great Britain,GB,111.21,162.69,75.36,45.52,bmreports.com,FALSE,
02/01/2023 23:00,Great Britain,Great Britain,GB,79.19,125.14,82.48,51.07,bmreports.com,FALSE,
03/01/2023 00:00,Great Britain,Great Britain,GB,76.94,122.87,83.25,52.05,bmreports.com,FALSE,
03/01/2023 01:00,Great Britain,Great Britain,GB,73,118.88,84.52,54.23,bmreports.com,FALSE,
03/01/2023 02:00,Great Britain,Great Britain,GB,73.04,119.47,84.84,56.12,bmreports.com,FALSE,
03/01/2023 03:00,Great Britain,Great Britain,GB,68.05,112.03,86.04,59.32,bmreports.com,FALSE,
03/01/2023 04:00,Great Britain,Great Britain,GB,62.73,106.13,87.05,63.31,bmreports.com,FALSE,
03/01/2023 05:00,Great Britain,Great Britain,GB,64.21,105.46,85.89,63.95,bmreports.com,FALSE,
03/01/2023 06:00,Great Britain,Great Britain,GB,71.28,111.35,82.64,62.35,bmreports.com,FALSE,
03/01/2023 07:00,Great Britain,Great Britain,GB,90.4,137.7,77.61,60.22,bmreports.com,FALSE,
03/01/2023 08:00,Great Britain,Great Britain,GB,98.78,147.11,75.8,58.83,bmreports.com,FALSE,
03/01/2023 09:00,Great Britain,Great Britain,GB,98.45,145.1,76.55,58.49,bmreports.com,FALSE,
03/01/2023 10:00,Great Britain,Great Britain,GB,99.61,144.14,76.42,58.17,bmreports.com,FALSE,
03/01/2023 11:00,Great Britain,Great Britain,GB,99.36,142.58,76.47,58.2,bmreports.com,FALSE,
03/01/2023 12:00,Great Britain,Great Britain,GB,96.91,140.93,77,58.34,bmreports.com,FALSE,
03/01/2023 13:00,Great Britain,Great Britain,GB,98.8,144.98,76.52,57.76,bmreports.com,FALSE,
03/01/2023 14:00,Great Britain,Great Britain,GB,105.85,154.98,74.51,55.67,bmreports.com,FALSE,
03/01/2023 15:00,Great Britain,Great Britain,GB,112.48,163.63,73.01,54.86,bmreports.com,FALSE,
03/01/2023 16:00,Great Britain,Great Britain,GB,113.87,164.67,72.98,54.46,bmreports.com,FALSE,
03/01/2023 17:00,Great Britain,Great Britain,GB,113.49,164.49,73.12,55.21,bmreports.com,FALSE,
03/01/2023 18:00,Great Britain,Great Britain,GB,103.76,152.84,75.41,57.92,bmreports.com,FALSE,
03/01/2023 19:00,Great Britain,Great Britain,GB,75.93,117.15,82.87,61.61,bmreports.com,FALSE,
03/01/2023 20:00,Great Britain,Great Britain,GB,58.23,94.55,86.55,63.71,bmreports.com,FALSE,
03/01/2023 21:00,Great Britain,Great Britain,GB,51.38,85.39,87.91,65.57,bmreports.com,FALSE,
03/01/2023 22:00,Great Britain,Great Britain,GB,56.75,88.14,86.76,66.52,bmreports.com,FALSE,
03/01/2023 23:00,Great Britain,Great Britain,GB,55.43,84.71,88.17,68.84,bmreports.com,FALSE,
04/01/2023 00:00,Great Britain,Great Britain,GB,58.61,88.02,87.67,68.8,bmreports.com,FALSE,
04/01/2023 01:00,Great Britain,Great Britain,GB,62.02,92.08,87.12,68.35,bmreports.com,FALSE,
04/01/2023 02:00,Great Britain,Great Britain,GB,57.72,87.03,87.93,69.25,bmreports.com,FALSE,
04/01/2023 03:00,Great Britain,Great Britain,GB,52.8,79.96,89.14,70.31,bmreports.com,FALSE,
04/01/2023 04:00,Great Britain,Great Britain,GB,51.52,77.19,89.33,70.69,bmreports.com,FALSE,
04/01/2023 05:00,Great Britain,Great Britain,GB,54.2,80.74,88.39,69.9,bmreports.com,FALSE,
04/01/2023 06:00,Great Britain,Great Britain,GB,52.51,79.25,88.03,69.09,bmreports.com,FALSE,
04/01/2023 07:00,Great Britain,Great Britain,GB,55.89,87.48,86.46,67.48,bmreports.com,FALSE,
04/01/2023 08:00,Great Britain,Great Britain,GB,51.24,82.21,88.04,66.67,bmreports.com,FALSE,
04/01/2023 09:00,Great Britain,Great Britain,GB,49.92,79.79,88.37,67.18,bmreports.com,FALSE,
04/01/2023 10:00,Great Britain,Great Britain,GB,48.32,79.35,88.3,67.36,bmreports.com,FALSE,
04/01/2023 11:00,Great Britain,Great Britain,GB,44.63,75.39,88.83,68.09,bmreports.com,FALSE,
04/01/2023 12:00,Great Britain,Great Britain,GB,47.29,78.82,88.2,67.5,bmreports.com,FALSE,
04/01/2023 13:00,Great Britain,Great Britain,GB,48.41,80.59,87.72,66.62,bmreports.com,FALSE,
04/01/2023 14:00,Great Britain,Great Britain,GB,49.81,82.1,87.43,66.17,bmreports.com,FALSE,
04/01/2023 15:00,Great Britain,Great Britain,GB,60.54,95.26,84.73,63.91,bmreports.com,FALSE,
04/01/2023 16:00,Great Britain,Great Britain,GB,74.3,114.19,81.39,61.82,bmreports.com,FALSE,
04/01/2023 17:00,Great Britain,Great Britain,GB,80.86,122.92,80.06,61.26,bmreports.com,FALSE,
04/01/2023 18:00,Great Britain,Great Britain,GB,76.13,116.02,80.91,61.3,bmreports.com,FALSE,
04/01/2023 19:00,Great Britain,Great Britain,GB,67.01,105.17,83.2,62.36,bmreports.com,FALSE,
04/01/2023 20:00,Great Britain,Great Britain,GB,56.22,91.51,86.12,63.63,bmreports.com,FALSE,
04/01/2023 21:00,Great Britain,Great Britain,GB,41.84,70.92,90.11,65.45,bmreports.com,FALSE,
04/01/2023 22:00,Great Britain,Great Britain,GB,44.03,73.02,89.52,63.27,bmreports.com,FALSE,
04/01/2023 23:00,Great Britain,Great Britain,GB,53.22,85.41,88.31,66.41,bmreports.com,FALSE,
05/01/2023 00:00,Great Britain,Great Britain,GB,58.91,94.13,86.88,64.29,bmreports.com,FALSE,
05/01/2023 01:00,Great Britain,Great Britain,GB,59.32,94.84,87.11,63.5,bmreports.com,FALSE,
05/01/2023 02:00,Great Britain,Great Britain,GB,58.96,93.49,87.21,62.69,bmreports.com,FALSE,
05/01/2023 03:00,Great Britain,Great Britain,GB,62.49,98.4,86.2,61.47,bmreports.com,FALSE,
05/01/2023 04:00,Great Britain,Great Britain,GB,72.16,113.04,82.96,57.52,bmreports.com,FALSE,
05/01/2023 05:00,Great Britain,Great Britain,GB,76.91,119.55,81.16,56.48,bmreports.com,FALSE,
05/01/2023 06:00,Great Britain,Great Britain,GB,106.19,156.02,73.97,49.42,bmreports.com,FALSE,
05/01/2023 07:00,Great Britain,Great Britain,GB,130.46,189.4,67.42,45.5,bmreports.com,FALSE,
05/01/2023 08:00,Great Britain,Great Britain,GB,140.68,203.23,64.54,43.31,bmreports.com,FALSE,
05/01/2023 09:00,Great Britain,Great Britain,GB,143.68,206.08,63.88,43.54,bmreports.com,FALSE,
05/01/2023 10:00,Great Britain,Great Britain,GB,137.41,198.18,64.95,45.43,bmreports.com,FALSE,
05/01/2023 11:00,Great Britain,Great Britain,GB,122.28,181.94,67.74,49.54,bmreports.com,FALSE,
05/01/2023 12:00,Great Britain,Great Britain,GB,115.9,173.44,69.38,51.56,bmreports.com,FALSE,
05/01/2023 13:00,Great Britain,Great Britain,GB,108.41,163.26,71.23,55.19,bmreports.com,FALSE,
05/01/2023 14:00,Great Britain,Great Britain,GB,106.25,160.66,71.72,57.79,bmreports.com,FALSE,
05/01/2023 15:00,Great Britain,Great Britain,GB,100.38,153.16,73.38,59.84,bmreports.com,FALSE,
05/01/2023 16:00,Great Britain,Great Britain,GB,110.03,164.69,70.92,57.87,bmreports.com,FALSE,
05/01/2023 17:00,Great Britain,Great Britain,GB,112.89,168.11,70.14,57.52,bmreports.com,FALSE,
05/01/2023 18:00,Great Britain,Great Britain,GB,102.65,155.49,72.75,59.84,bmreports.com,FALSE,
05/01/2023 19:00,Great Britain,Great Britain,GB,76.97,121.11,79.85,64.36,bmreports.com,FALSE,
05/01/2023 20:00,Great Britain,Great Britain,GB,51.35,85.4,86.95,68.41,bmreports.com,FALSE,
05/01/2023 21:00,Great Britain,Great Britain,GB,44.47,74.3,88.51,69.24,bmreports.com,FALSE,
05/01/2023 22:00,Great Britain,Great Britain,GB,48.9,75.64,88.07,70.47,bmreports.com,FALSE,
05/01/2023 23:00,Great Britain,Great Britain,GB,54.27,82.42,88.33,71.24,bmreports.com,FALSE,
06/01/2023 00:00,Great Britain,Great Britain,GB,57.91,86.94,87.77,71,bmreports.com,FALSE,
06/01/2023 01:00,Great Britain,Great Britain,GB,58.05,87.54,87.84,70.69,bmreports.com,FALSE,
06/01/2023 02:00,Great Britain,Great Britain,GB,63.15,93.94,86.56,69.21,bmreports.com,FALSE,
06/01/2023 03:00,Great Britain,Great Britain,GB,61.71,91.63,87.14,70.14,bmreports.com,FALSE,
06/01/2023 04:00,Great Britain,Great Britain,GB,57.67,87.43,87.73,70.18,bmreports.com,FALSE,
06/01/2023 05:00,Great Britain,Great Britain,GB,63.69,94.81,86.25,68.69,bmreports.com,FALSE,
06/01/2023 06:00,Great Britain,Great Britain,GB,68.81,101.87,83.8,66.41,bmreports.com,FALSE,
06/01/2023 07:00,Great Britain,Great Britain,GB,73.27,108.57,82.08,62.97,bmreports.com,FALSE,
06/01/2023 08:00,Great Britain,Great Britain,GB,83.48,121.56,79.36,59.86,bmreports.com,FALSE,
06/01/2023 09:00,Great Britain,Great Britain,GB,83.56,122.87,79.05,59.51,bmreports.com,FALSE,
06/01/2023 10:00,Great Britain,Great Britain,GB,78.02,116.32,80.65,61.6,bmreports.com,FALSE,
06/01/2023 11:00,Great Britain,Great Britain,GB,74.68,111.4,81.53,62.86,bmreports.com,FALSE,
06/01/2023 12:00,Great Britain,Great Britain,GB,78.73,116.58,80.5,60.92,bmreports.com,FALSE,
06/01/2023 13:00,Great Britain,Great Britain,GB,85.79,126.29,78.33,58.31,bmreports.com,FALSE,
06/01/2023 14:00,Great Britain,Great Britain,GB,95.96,137.93,75.8,54.95,bmreports.com,FALSE,
06/01/2023 15:00,Great Britain,Great Britain,GB,113.05,160.19,71.13,51.12,bmreports.com,FALSE,
06/01/2023 16:00,Great Britain,Great Britain,GB,121.74,171.2,69.38,49.82,bmreports.com,FALSE,
06/01/2023 17:00,Great Britain,Great Britain,GB,122.2,172.02,69.44,50.88,bmreports.com,FALSE,
06/01/2023 18:00,Great Britain,Great Britain,GB,104.82,150.07,73.48,55.48,bmreports.com,FALSE,
06/01/2023 19:00,Great Britain,Great Britain,GB,80.09,117.02,80.19,60.59,bmreports.com,FALSE,
06/01/2023 20:00,Great Britain,Great Britain,GB,58.85,88.52,86.01,64.66,bmreports.com,FALSE,
06/01/2023 21:00,Great Britain,Great Britain,GB,52.11,80.22,87.65,66.41,bmreports.com,FALSE,
06/01/2023 22:00,Great Britain,Great Britain,GB,46.12,72.53,89,69.9,bmreports.com,FALSE,
06/01/2023 23:00,Great Britain,Great Britain,GB,52.39,80.63,88.41,70.94,bmreports.com,FALSE,
07/01/2023 00:00,Great Britain,Great Britain,GB,58.12,88.11,87.29,70.58,bmreports.com,FALSE,
07/01/2023 01:00,Great Britain,Great Britain,GB,55.44,84.48,87.98,71.24,bmreports.com,FALSE,
07/01/2023 02:00,Great Britain,Great Britain,GB,54.26,82.92,88.48,71.43,bmreports.com,FALSE,
07/01/2023 03:00,Great Britain,Great Britain,GB,54.73,83.59,88.36,70.99,bmreports.com,FALSE,
07/01/2023 04:00,Great Britain,Great Britain,GB,61.31,92,86.77,68.96,bmreports.com,FALSE,
07/01/2023 05:00,Great Britain,Great Britain,GB,64.14,95.07,86.25,67.93,bmreports.com,FALSE,
07/01/2023 06:00,Great Britain,Great Britain,GB,63.32,94.38,86.09,66.88,bmreports.com,FALSE,
07/01/2023 07:00,Great Britain,Great Britain,GB,56.17,84.99,86.89,65.53,bmreports.com,FALSE,
07/01/2023 08:00,Great Britain,Great Britain,GB,60.06,87.74,86.43,62.51,bmreports.com,FALSE,
07/01/2023 09:00,Great Britain,Great Britain,GB,59.81,88.29,85.98,61.61,bmreports.com,FALSE,
07/01/2023 10:00,Great Britain,Great Britain,GB,54.37,81.88,87.42,64.11,bmreports.com,FALSE,
07/01/2023 11:00,Great Britain,Great Britain,GB,50.6,77.04,88.27,65.81,bmreports.com,FALSE,
07/01/2023 12:00,Great Britain,Great Britain,GB,47.17,72.6,89.33,67.38,bmreports.com,FALSE,
07/01/2023 13:00,Great Britain,Great Britain,GB,44.15,68.62,90.32,68.19,bmreports.com,FALSE,
07/01/2023 14:00,Great Britain,Great Britain,GB,45.09,68.97,89.99,66.96,bmreports.com,FALSE,
07/01/2023 15:00,Great Britain,Great Britain,GB,43.4,66.49,90.44,67.25,bmreports.com,FALSE,
07/01/2023 16:00,Great Britain,Great Britain,GB,49.64,74.67,89.2,68.16,bmreports.com,FALSE,
07/01/2023 17:00,Great Britain,Great Britain,GB,54.57,80.64,88.05,67.73,bmreports.com,FALSE,
07/01/2023 18:00,Great Britain,Great Britain,GB,49.56,74.02,89.15,68.28,bmreports.com,FALSE,
07/01/2023 19:00,Great Britain,Great Britain,GB,40.97,62.86,90.9,68.72,bmreports.com,FALSE,
07/01/2023 20:00,Great Britain,Great Britain,GB,47.62,71.14,89.06,69.35,bmreports.com,FALSE,
07/01/2023 21:00,Great Britain,Great Britain,GB,58.74,85.28,86.38,69.5,bmreports.com,FALSE,
07/01/2023 22:00,Great Britain,Great Britain,GB,61.86,91.09,85.94,69.54,bmreports.com,FALSE,
07/01/2023 23:00,Great Britain,Great Britain,GB,58.26,88.58,87.3,71.23,bmreports.com,FALSE,
08/01/2023 00:00,Great Britain,Great Britain,GB,58.26,88.7,87.25,70.99,bmreports.com,FALSE,
08/01/2023 01:00,Great Britain,Great Britain,GB,59.26,90.12,86.99,70.54,bmreports.com,FALSE,
08/01/2023 02:00,Great Britain,Great Britain,GB,65.87,98.31,85.52,69.04,bmreports.com,FALSE,
08/01/2023 03:00,Great Britain,Great Britain,GB,62.19,93.73,86.37,69.45,bmreports.com,FALSE,
08/01/2023 04:00,Great Britain,Great Britain,GB,57.32,87.66,87.44,70.16,bmreports.com,FALSE,
08/01/2023 05:00,Great Britain,Great Britain,GB,57.52,87.87,87.45,70.13,bmreports.com,FALSE,
08/01/2023 06:00,Great Britain,Great Britain,GB,67.36,99.88,85.05,68.36,bmreports.com,FALSE,
08/01/2023 07:00,Great Britain,Great Britain,GB,50.34,78.2,88.55,70.83,bmreports.com,FALSE,
08/01/2023 08:00,Great Britain,Great Britain,GB,49.38,76.69,88.88,70.34,bmreports.com,FALSE,
08/01/2023 09:00,Great Britain,Great Britain,GB,46.29,73.65,89.14,68.78,bmreports.com,FALSE,
08/01/2023 10:00,Great Britain,Great Britain,GB,41.94,69.33,90.18,69.01,bmreports.com,FALSE,
08/01/2023 11:00,Great Britain,Great Britain,GB,43.14,73.86,89.92,69.98,bmreports.com,FALSE,
08/01/2023 12:00,Great Britain,Great Britain,GB,47.18,79.79,88.99,68.96,bmreports.com,FALSE,
08/01/2023 13:00,Great Britain,Great Britain,GB,43.99,75.84,89.7,68.16,bmreports.com,FALSE,
08/01/2023 14:00,Great Britain,Great Britain,GB,46.65,78.85,88.97,67.26,bmreports.com,FALSE,
08/01/2023 15:00,Great Britain,Great Britain,GB,56.07,89.81,86.42,65.03,bmreports.com,FALSE,
08/01/2023 16:00,Great Britain,Great Britain,GB,78.8,118.42,81.18,61.32,bmreports.com,FALSE,
08/01/2023 17:00,Great Britain,Great Britain,GB,88.01,129.03,79.75,60.54,bmreports.com,FALSE,
08/01/2023 18:00,Great Britain,Great Britain,GB,76.38,114.96,82.31,62.34,bmreports.com,FALSE,
08/01/2023 19:00,Great Britain,Great Britain,GB,69.68,107,83.64,62.17,bmreports.com,FALSE,
08/01/2023 20:00,Great Britain,Great Britain,GB,58.37,92.4,86.5,63.28,bmreports.com,FALSE,
08/01/2023 21:00,Great Britain,Great Britain,GB,54.63,85.92,87.46,61.87,bmreports.com,FALSE,
08/01/2023 22:00,Great Britain,Great Britain,GB,50.67,81.38,87.99,61.7,bmreports.com,FALSE,
08/01/2023 23:00,Great Britain,Great Britain,GB,54.17,86.61,87.68,62.72,bmreports.com,FALSE,
09/01/2023 00:00,Great Britain,Great Britain,GB,57.92,92.21,87.42,62.9,bmreports.com,FALSE,
09/01/2023 01:00,Great Britain,Great Britain,GB,59.62,94.15,87.03,61.03,bmreports.com,FALSE,
09/01/2023 02:00,Great Britain,Great Britain,GB,57.36,93.22,87.37,61.63,bmreports.com,FALSE,
09/01/2023 03:00,Great Britain,Great Britain,GB,54.72,90.72,87.9,63.59,bmreports.com,FALSE,
09/01/2023 04:00,Great Britain,Great Britain,GB,53.05,90.72,88.24,66.51,bmreports.com,FALSE,
09/01/2023 05:00,Great Britain,Great Britain,GB,57.08,97.27,85.89,65.88,bmreports.com,FALSE,
09/01/2023 06:00,Great Britain,Great Britain,GB,65.83,107.24,84.35,64.27,bmreports.com,FALSE,
09/01/2023 07:00,Great Britain,Great Britain,GB,84.19,126.56,81.11,60.58,bmreports.com,FALSE,
09/01/2023 08:00,Great Britain,Great Britain,GB,80.99,121.78,81.79,61.84,bmreports.com,FALSE,
09/01/2023 09:00,Great Britain,Great Britain,GB,75.14,115.49,82.78,63.74,bmreports.com,FALSE,
09/01/2023 10:00,Great Britain,Great Britain,GB,72.39,112.79,83.26,64.45,bmreports.com,FALSE,
09/01/2023 11:00,Great Britain,Great Britain,GB,68.45,108.24,84.13,65.58,bmreports.com,FALSE,
09/01/2023 12:00,Great Britain,Great Britain,GB,62.48,102.27,84.89,65.9,bmreports.com,FALSE,
09/01/2023 13:00,Great Britain,Great Britain,GB,65.1,105.2,84.24,65.26,bmreports.com,FALSE,
09/01/2023 14:00,Great Britain,Great Britain,GB,71.11,111.23,83.03,63.52,bmreports.com,FALSE,
09/01/2023 15:00,Great Britain,Great Britain,GB,85.73,129.75,79.53,60.79,bmreports.com,FALSE,
09/01/2023 16:00,Great Britain,Great Britain,GB,93.64,138.9,77.97,60.28,bmreports.com,FALSE,
09/01/2023 17:00,Great Britain,Great Britain,GB,94.24,139.13,78.32,60.98,bmreports.com,FALSE,
09/01/2023 18:00,Great Britain,Great Britain,GB,90.87,134.99,78.94,61.3,bmreports.com,FALSE,
09/01/2023 19:00,Great Britain,Great Britain,GB,88.96,132.14,79.59,60.75,bmreports.com,FALSE,
09/01/2023 20:00,Great Britain,Great Britain,GB,69.36,106.53,84.7,63.97,bmreports.com,FALSE,
09/01/2023 21:00,Great Britain,Great Britain,GB,58.02,92.5,87.42,65.13,bmreports.com,FALSE,
09/01/2023 22:00,Great Britain,Great Britain,GB,44.77,79.61,89.68,67.65,bmreports.com,FALSE,
09/01/2023 23:00,Great Britain,Great Britain,GB,51.49,84.57,88.74,65.74,bmreports.com,FALSE,
10/01/2023 00:00,Great Britain,Great Britain,GB,57.71,97.4,87.77,65.16,bmreports.com,FALSE,
10/01/2023 01:00,Great Britain,Great Britain,GB,57.35,97.75,88.28,65.46,bmreports.com,FALSE,
10/01/2023 02:00,Great Britain,Great Britain,GB,60.77,98.16,87.79,64.07,bmreports.com,FALSE,
10/01/2023 03:00,Great Britain,Great Britain,GB,61.01,100.45,87.43,63.56,bmreports.com,FALSE,
10/01/2023 04:00,Great Britain,Great Britain,GB,57.12,95.06,88.28,66.26,bmreports.com,FALSE,
10/01/2023 05:00,Great Britain,Great Britain,GB,54.35,88.48,87.82,67.49,bmreports.com,FALSE,
10/01/2023 06:00,Great Britain,Great Britain,GB,72.99,115.04,82.86,64.25,bmreports.com,FALSE,
10/01/2023 07:00,Great Britain,Great Britain,GB,90.74,136.13,79.21,61.33,bmreports.com,FALSE,
10/01/2023 08:00,Great Britain,Great Britain,GB,80.98,123.18,81.48,62.85,bmreports.com,FALSE,
10/01/2023 09:00,Great Britain,Great Britain,GB,74.16,114.58,83.08,64.48,bmreports.com,FALSE,
10/01/2023 10:00,Great Britain,Great Britain,GB,73.68,113.45,83.17,65.03,bmreports.com,FALSE,
10/01/2023 11:00,Great Britain,Great Britain,GB,76.38,116.53,82.67,64.56,bmreports.com,FALSE,
10/01/2023 12:00,Great Britain,Great Britain,GB,76.63,116.66,82.69,64.45,bmreports.com,FALSE,
10/01/2023 13:00,Great Britain,Great Britain,GB,69.36,107.84,84.37,65.76,bmreports.com,FALSE,
10/01/2023 14:00,Great Britain,Great Britain,GB,64.82,101.92,85.07,66.28,bmreports.com,FALSE,
10/01/2023 15:00,Great Britain,Great Britain,GB,65.33,101.78,85.11,66.85,bmreports.com,FALSE,
10/01/2023 16:00,Great Britain,Great Britain,GB,70.38,108.08,84.75,67.03,bmreports.com,FALSE,
10/01/2023 17:00,Great Britain,Great Britain,GB,69.98,107.49,85.09,67.84,bmreports.com,FALSE,
10/01/2023 18:00,Great Britain,Great Britain,GB,60.84,95.98,87.37,69.52,bmreports.com,FALSE,
10/01/2023 19:00,Great Britain,Great Britain,GB,53.82,87.83,88.59,69.37,bmreports.com,FALSE,
10/01/2023 20:00,Great Britain,Great Britain,GB,48.05,80.24,89.91,70.32,bmreports.com,FALSE,
10/01/2023 21:00,Great Britain,Great Britain,GB,54.57,86.91,88.41,71.11,bmreports.com,FALSE,
10/01/2023 22:00,Great Britain,Great Britain,GB,58.79,91,87.52,71.62,bmreports.com,FALSE,
10/01/2023 23:00,Great Britain,Great Britain,GB,74.81,109.63,84.5,69.25,bmreports.com,FALSE,
11/01/2023 00:00,Great Britain,Great Britain,GB,74.93,108.36,84.84,69.41,bmreports.com,FALSE,
11/01/2023 01:00,Great Britain,Great Britain,GB,58.42,88.74,88.25,72.12,bmreports.com,FALSE,
11/01/2023 02:00,Great Britain,Great Britain,GB,64.18,95.07,87.3,71.28,bmreports.com,FALSE,
11/01/2023 03:00,Great Britain,Great Britain,GB,57.34,87.66,88.25,72.05,bmreports.com,FALSE,
11/01/2023 04:00,Great Britain,Great Britain,GB,68.71,101.11,86,69.75,bmreports.com,FALSE,
11/01/2023 05:00,Great Britain,Great Britain,GB,68.66,100.78,85.33,68.57,bmreports.com,FALSE,
11/01/2023 06:00,Great Britain,Great Britain,GB,65.9,100.3,85,68.61,bmreports.com,FALSE,
11/01/2023 07:00,Great Britain,Great Britain,GB,59.15,95.66,86.74,68.01,bmreports.com,FALSE,
11/01/2023 08:00,Great Britain,Great Britain,GB,55.01,90.41,87.76,67.85,bmreports.com,FALSE,
11/01/2023 09:00,Great Britain,Great Britain,GB,46.4,80.04,89.86,70.68,bmreports.com,FALSE,
11/01/2023 10:00,Great Britain,Great Britain,GB,39.78,71.43,91.38,72.68,bmreports.com,FALSE,
11/01/2023 11:00,Great Britain,Great Britain,GB,37.13,68.66,92.05,73.49,bmreports.com,FALSE,
