Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
05/06/2023 09:00,Great Britain,Great Britain,GB,149.54,214.44,60.3,37.74,bmreports.com,FALSE,
05/06/2023 10:00,Great Britain,Great Britain,GB,141.25,204.84,62.4,40.24,bmreports.com,FALSE,
05/06/2023 11:00,Great Britain,Great Britain,GB,132.24,193.97,64.79,42.99,bmreports.com,FALSE,
05/06/2023 12:00,Great Britain,Great Britain,GB,124.49,184.37,66.89,44.95,bmreports.com,FALSE,
05/06/2023 13:00,Great Britain,Great Britain,GB,126.28,186.39,66.5,45.13,bmreports.com,FALSE,
05/06/2023 14:00,Great Britain,Great Britain,GB,135.88,198.05,63.78,42.98,bmreports.com,FALSE,
05/06/2023 15:00,Great Britain,Great Britain,GB,149.93,214.76,60.15,40.03,bmreports.com,FALSE,
05/06/2023 16:00,Great Britain,Great Britain,GB,164.35,231.72,56.43,36.81,bmreports.com,FALSE,
05/06/2023 17:00,Great Britain,Great Britain,GB,170.61,238.19,54.88,34.31,bmreports.com,FALSE,
05/06/2023 18:00,Great Britain,Great Britain,GB,172.4,239.69,54.13,31.47,bmreports.com,FALSE,
05/06/2023 19:00,Great Britain,Great Britain,GB,174.06,241.44,53.55,29.71,bmreports.com,FALSE,
05/06/2023 20:00,Great Britain,Great Britain,GB,177.81,245.9,52.45,28.53,bmreports.com,FALSE,
05/06/2023 21:00,Great Britain,Great Britain,GB,174.49,242.61,53.13,29.26,bmreports.com,FALSE,
05/06/2023 22:00,Great Britain,Great Britain,GB,157.92,221.96,57.79,31.56,bmreports.com,FALSE,
05/06/2023 23:00,Great Britain,Great Britain,GB,159.77,224.34,57.33,29.79,bmreports.com,FALSE,
06/06/2023 00:00,Great Britain,Great Britain,GB,165.05,230.74,56.23,27.68,bmreports.com,FALSE,
06/06/2023 01:00,Great Britain,Great Britain,GB,165.85,231.59,55.91,25.06,bmreports.com,FALSE,
06/06/2023 02:00,Great Britain,Great Britain,GB,170.04,237.26,54.79,23.94,bmreports.com,FALSE,
06/06/2023 03:00,Great Britain,Great Britain,GB,170.83,238.59,54.55,24.94,bmreports.com,FALSE,
06/06/2023 04:00,Great Britain,Great Britain,GB,179.59,250.15,52.03,24.8,bmreports.com,FALSE,
06/06/2023 05:00,Great Britain,Great Britain,GB,184.66,256.36,50.5,25.51,bmreports.com,FALSE,
06/06/2023 06:00,Great Britain,Great Britain,GB,180.36,250.14,52.44,28.24,bmreports.com,FALSE,
06/06/2023 07:00,Great Britain,Great Britain,GB,177.85,247.43,53.01,29.29,bmreports.com,FALSE,
06/06/2023 08:00,Great Britain,Great Britain,GB,171.9,240.45,54.51,31.62,bmreports.com,FALSE,
06/06/2023 09:00,Great Britain,Great Britain,GB,165.3,232.85,56.19,33.91,bmreports.com,FALSE,
06/06/2023 10:00,Great Britain,Great Britain,GB,155.98,221.78,58.42,36.65,bmreports.com,FALSE,
06/06/2023 11:00,Great Britain,Great Britain,GB,150.37,215.07,59.93,38.55,bmreports.com,FALSE,
06/06/2023 12:00,Great Britain,Great Britain,GB,144.11,207.41,61.55,39.98,bmreports.com,FALSE,
06/06/2023 13:00,Great Britain,Great Britain,GB,147.47,211.72,60.65,39.57,bmreports.com,FALSE,
06/06/2023 14:00,Great Britain,Great Britain,GB,159.49,226.75,57.59,37.99,bmreports.com,FALSE,
06/06/2023 15:00,Great Britain,Great Britain,GB,167.47,236.11,55.47,35.76,bmreports.com,FALSE,
06/06/2023 16:00,Great Britain,Great Britain,GB,182.18,253.89,51.55,31.98,bmreports.com,FALSE,
06/06/2023 17:00,Great Britain,Great Britain,GB,186.59,258.56,50.5,29.89,bmreports.com,FALSE,
06/06/2023 18:00,Great Britain,Great Britain,GB,195.66,268.82,48.35,26.07,bmreports.com,FALSE,
06/06/2023 19:00,Great Britain,Great Britain,GB,194.06,267.02,48.22,24.97,bmreports.com,FALSE,
06/06/2023 20:00,Great Britain,Great Britain,GB,192.61,265.35,48.47,25.48,bmreports.com,FALSE,
06/06/2023 21:00,Great Britain,Great Britain,GB,187.79,259.59,49.57,26.1,bmreports.com,FALSE,
06/06/2023 22:00,Great Britain,Great Britain,GB,172.66,240.47,53.64,27.83,bmreports.com,FALSE,
06/06/2023 23:00,Great Britain,Great Britain,GB,182.67,253.15,50.9,24.89,bmreports.com,FALSE,
07/06/2023 00:00,Great Britain,Great Britain,GB,188.15,260.2,49.5,22.34,bmreports.com,FALSE,
07/06/2023 01:00,Great Britain,Great Britain,GB,185.72,257.12,50.35,22.47,bmreports.com,FALSE,
07/06/2023 02:00,Great Britain,Great Britain,GB,186.53,258.15,50.14,21.96,bmreports.com,FALSE,
07/06/2023 03:00,Great Britain,Great Britain,GB,190.2,262.96,49.14,21.42,bmreports.com,FALSE,
07/06/2023 04:00,Great Britain,Great Britain,GB,193.42,267.3,47.99,22.57,bmreports.com,FALSE,
07/06/2023 05:00,Great Britain,Great Britain,GB,200.97,276.51,46.42,23.59,bmreports.com,FALSE,
07/06/2023 06:00,Great Britain,Great Britain,GB,190.71,263.41,49.5,26.83,bmreports.com,FALSE,
07/06/2023 07:00,Great Britain,Great Britain,GB,183.93,255.49,51.6,30.24,bmreports.com,FALSE,
07/06/2023 08:00,Great Britain,Great Britain,GB,170.5,239.61,54.85,33.97,bmreports.com,FALSE,
07/06/2023 09:00,Great Britain,Great Britain,GB,158.99,226.42,57.82,38.27,bmreports.com,FALSE,
07/06/2023 10:00,Great Britain,Great Britain,GB,160.21,229.38,57.18,38.48,Electricity Maps Estimation,TRUE,ESTIMATED_TIME_SLICER_AVERAGE
07/06/2023 11:00,Great Britain,Great Britain,GB,144.79,210.14,61.38,42.6,Electricity Maps Estimation,TRUE,ESTIMATED_TIME_SLICER_AVERAGE
07/06/2023 12:00,Great Britain,Great Britain,GB,134.79,197.31,64.14,45.03,Electricity Maps Estimation; bmreports.com,FALSE,
07/06/2023 13:00,Great Britain,Great Britain,GB,131.08,192.83,65.04,45.8,bmreports.com,FALSE,
07/06/2023 14:00,Great Britain,Great Britain,GB,145.9,211.14,60.93,43.4,bmreports.com,FALSE,
07/06/2023 15:00,Great Britain,Great Britain,GB,151.09,216.42,59.73,41.61,bmreports.com,FALSE,
07/06/2023 16:00,Great Britain,Great Britain,GB,158.99,225.3,57.56,38.43,bmreports.com,FALSE,
07/06/2023 17:00,Great Britain,Great Britain,GB,173.77,242.9,53.79,34.77,bmreports.com,FALSE,
07/06/2023 18:00,Great Britain,Great Britain,GB,176.57,245.24,52.89,31.23,bmreports.com,FALSE,
07/06/2023 19:00,Great Britain,Great Britain,GB,180.08,249.2,51.87,29.75,bmreports.com,FALSE,
07/06/2023 20:00,Great Britain,Great Britain,GB,178.57,247.45,52.11,30.94,bmreports.com,FALSE,
07/06/2023 21:00,Great Britain,Great Britain,GB,179.98,249.77,51.58,31.77,bmreports.com,FALSE,
07/06/2023 22:00,Great Britain,Great Britain,GB,155.16,217.92,58.35,35.09,bmreports.com,FALSE,
07/06/2023 23:00,Great Britain,Great Britain,GB,151.99,213.91,59.18,34.14,bmreports.com,FALSE,
08/06/2023 00:00,Great Britain,Great Britain,GB,160.58,225.33,56.96,32.29,bmreports.com,FALSE,
08/06/2023 01:00,Great Britain,Great Britain,GB,157.82,222.03,57.58,32.42,bmreports.com,FALSE,
08/06/2023 02:00,Great Britain,Great Britain,GB,155.61,219.04,58.2,31.83,bmreports.com,FALSE,
08/06/2023 03:00,Great Britain,Great Britain,GB,156.83,220.73,57.86,32.19,bmreports.com,FALSE,
08/06/2023 04:00,Great Britain,Great Britain,GB,164.92,231.08,55.88,31.63,bmreports.com,FALSE,
08/06/2023 05:00,Great Britain,Great Britain,GB,165.98,231.79,56.31,33.97,bmreports.com,FALSE,
08/06/2023 06:00,Great Britain,Great Britain,GB,153.99,216.9,59.45,36.47,bmreports.com,FALSE,
08/06/2023 07:00,Great Britain,Great Britain,GB,133,191.34,64.83,42,bmreports.com,FALSE,
08/06/2023 08:00,Great Britain,Great Britain,GB,120.65,176.94,67.82,45.65,bmreports.com,FALSE,
08/06/2023 09:00,Great Britain,Great Britain,GB,109.87,164.52,70.68,50.16,bmreports.com,FALSE,
08/06/2023 10:00,Great Britain,Great Britain,GB,87.85,137.5,76.79,56.1,bmreports.com,FALSE,
08/06/2023 11:00,Great Britain,Great Britain,GB,84.66,133.79,77.69,56.94,bmreports.com,FALSE,
08/06/2023 12:00,Great Britain,Great Britain,GB,76.61,123.57,79.75,59.19,bmreports.com,FALSE,
08/06/2023 13:00,Great Britain,Great Britain,GB,86.92,136.19,76.85,57.25,bmreports.com,FALSE,
08/06/2023 14:00,Great Britain,Great Britain,GB,105.55,159.2,71.77,54.24,bmreports.com,FALSE,
08/06/2023 15:00,Great Britain,Great Britain,GB,116.45,171.82,69.01,50.93,bmreports.com,FALSE,
08/06/2023 16:00,Great Britain,Great Britain,GB,136.94,196.55,63.64,45.96,bmreports.com,FALSE,
08/06/2023 17:00,Great Britain,Great Britain,GB,146.81,208.03,60.86,42.72,bmreports.com,FALSE,
08/06/2023 18:00,Great Britain,Great Britain,GB,152.33,213.71,59.51,40,bmreports.com,FALSE,
08/06/2023 19:00,Great Britain,Great Britain,GB,153.69,214.93,59,39.39,bmreports.com,FALSE,
08/06/2023 20:00,Great Britain,Great Britain,GB,154.06,215.47,58.73,40.86,bmreports.com,FALSE,
08/06/2023 21:00,Great Britain,Great Britain,GB,143.99,202.53,61.33,43.02,bmreports.com,FALSE,
08/06/2023 22:00,Great Britain,Great Britain,GB,114.52,165.07,69.35,48.67,bmreports.com,FALSE,
08/06/2023 23:00,Great Britain,Great Britain,GB,105.56,153.78,71.74,49.27,bmreports.com,FALSE,
09/06/2023 00:00,Great Britain,Great Britain,GB,103.12,150.82,72.44,49.15,bmreports.com,FALSE,
09/06/2023 01:00,Great Britain,Great Britain,GB,94.13,139.45,75.03,50.36,bmreports.com,FALSE,
09/06/2023 02:00,Great Britain,Great Britain,GB,101.22,148.68,73.12,47.59,bmreports.com,FALSE,
09/06/2023 03:00,Great Britain,Great Britain,GB,99.87,146.8,73.48,47.03,bmreports.com,FALSE,
09/06/2023 04:00,Great Britain,Great Britain,GB,105.52,154.09,71.93,47.27,bmreports.com,FALSE,
09/06/2023 05:00,Great Britain,Great Britain,GB,116.62,167.96,69.46,45.89,bmreports.com,FALSE,
09/06/2023 06:00,Great Britain,Great Britain,GB,111.16,161.59,71.06,47.44,bmreports.com,FALSE,
09/06/2023 07:00,Great Britain,Great Britain,GB,98.55,146.9,74.3,51.59,bmreports.com,FALSE,
09/06/2023 08:00,Great Britain,Great Britain,GB,84.77,130.83,77.8,55.21,bmreports.com,FALSE,
09/06/2023 09:00,Great Britain,Great Britain,GB,76.82,122.04,79.73,58.75,bmreports.com,FALSE,
09/06/2023 10:00,Great Britain,Great Britain,GB,64.9,107.18,82.97,62.2,bmreports.com,FALSE,
09/06/2023 11:00,Great Britain,Great Britain,GB,61.37,103.22,83.87,63.71,bmreports.com,FALSE,
09/06/2023 12:00,Great Britain,Great Britain,GB,59.08,100.2,84.53,64.24,bmreports.com,FALSE,
09/06/2023 13:00,Great Britain,Great Britain,GB,60.87,102.31,83.89,63.72,bmreports.com,FALSE,
09/06/2023 14:00,Great Britain,Great Britain,GB,68.96,112.11,81.77,62.6,bmreports.com,FALSE,
09/06/2023 15:00,Great Britain,Great Britain,GB,82.96,128.77,78.17,58.51,bmreports.com,FALSE,
09/06/2023 16:00,Great Britain,Great Britain,GB,112.89,165.97,70.31,51.67,bmreports.com,FALSE,
09/06/2023 17:00,Great Britain,Great Britain,GB,128.07,183.95,66.3,46.55,bmreports.com,FALSE,
09/06/2023 18:00,Great Britain,Great Britain,GB,139.37,196.29,63.83,42.64,bmreports.com,FALSE,
09/06/2023 19:00,Great Britain,Great Britain,GB,140.08,196.58,63.36,41.42,bmreports.com,FALSE,
09/06/2023 20:00,Great Britain,Great Britain,GB,140.1,196.81,63.16,41.94,bmreports.com,FALSE,
09/06/2023 21:00,Great Britain,Great Britain,GB,133.31,188.55,64.76,43.64,bmreports.com,FALSE,
09/06/2023 22:00,Great Britain,Great Britain,GB,89.15,131.47,76.84,48.71,bmreports.com,FALSE,
09/06/2023 23:00,Great Britain,Great Britain,GB,81.65,122.25,78.6,49.29,bmreports.com,FALSE,
10/06/2023 00:00,Great Britain,Great Britain,GB,75.58,114.75,80.21,49.99,bmreports.com,FALSE,
10/06/2023 01:00,Great Britain,Great Britain,GB,76.54,114.71,80.24,50.52,bmreports.com,FALSE,
10/06/2023 02:00,Great Britain,Great Britain,GB,78.17,116.72,79.73,49.81,bmreports.com,FALSE,
10/06/2023 03:00,Great Britain,Great Britain,GB,79.28,120.24,79.38,50.45,bmreports.com,FALSE,
10/06/2023 04:00,Great Britain,Great Britain,GB,81.82,124.24,78.55,51.04,bmreports.com,FALSE,
10/06/2023 05:00,Great Britain,Great Britain,GB,77.71,116.89,80.18,53.08,bmreports.com,FALSE,
10/06/2023 06:00,Great Britain,Great Britain,GB,65.47,103.2,83.23,55.01,bmreports.com,FALSE,
10/06/2023 07:00,Great Britain,Great Britain,GB,56.71,94.7,85.45,58.56,bmreports.com,FALSE,
10/06/2023 08:00,Great Britain,Great Britain,GB,54.09,92.27,86.05,61.06,bmreports.com,FALSE,
10/06/2023 09:00,Great Britain,Great Britain,GB,53.04,92.33,86.2,64.09,bmreports.com,FALSE,
10/06/2023 10:00,Great Britain,Great Britain,GB,51.88,91.26,86.44,66.25,bmreports.com,FALSE,
10/06/2023 11:00,Great Britain,Great Britain,GB,47.68,85.83,87.59,68.32,bmreports.com,FALSE,
10/06/2023 12:00,Great Britain,Great Britain,GB,48.53,86.19,87.44,68.3,bmreports.com,FALSE,
10/06/2023 13:00,Great Britain,Great Britain,GB,53.68,91.27,86.17,66.89,bmreports.com,FALSE,
10/06/2023 14:00,Great Britain,Great Britain,GB,57.25,94.38,85.47,66.96,bmreports.com,FALSE,
10/06/2023 15:00,Great Britain,Great Britain,GB,57.12,93.5,85.18,65.93,bmreports.com,FALSE,
10/06/2023 16:00,Great Britain,Great Britain,GB,63.46,100.27,83.44,61.08,bmreports.com,FALSE,
10/06/2023 17:00,Great Britain,Great Britain,GB,80.12,120.79,79.08,55.85,bmreports.com,FALSE,
10/06/2023 18:00,Great Britain,Great Britain,GB,95.77,139.52,75.17,51.1,bmreports.com,FALSE,
10/06/2023 19:00,Great Britain,Great Britain,GB,102.43,147.66,73.46,49.15,bmreports.com,FALSE,
10/06/2023 20:00,Great Britain,Great Britain,GB,105.59,151.38,72.78,48.37,bmreports.com,FALSE,
10/06/2023 21:00,Great Britain,Great Britain,GB,103.32,148.39,73.58,48.5,bmreports.com,FALSE,
10/06/2023 22:00,Great Britain,Great Britain,GB,92.07,134.5,76.38,49.74,bmreports.com,FALSE,
10/06/2023 23:00,Great Britain,Great Britain,GB,96.76,141.11,74.97,49.74,bmreports.com,FALSE,
11/06/2023 00:00,Great Britain,Great Britain,GB,99.4,144.8,74.08,47.88,bmreports.com,FALSE,
11/06/2023 01:00,Great Britain,Great Britain,GB,108.68,156.3,72.4,44.8,bmreports.com,FALSE,
11/06/2023 02:00,Great Britain,Great Britain,GB,124.07,176.05,68.73,39.67,bmreports.com,FALSE,
11/06/2023 03:00,Great Britain,Great Britain,GB,129.93,183.72,67.24,37.1,bmreports.com,FALSE,
11/06/2023 04:00,Great Britain,Great Britain,GB,131.25,186.09,66.78,36.44,bmreports.com,FALSE,
11/06/2023 05:00,Great Britain,Great Britain,GB,113.72,165.15,70.86,39.66,bmreports.com,FALSE,
11/06/2023 06:00,Great Britain,Great Britain,GB,101.97,151.17,74.09,42.15,bmreports.com,FALSE,
11/06/2023 07:00,Great Britain,Great Britain,GB,112.95,166.83,70.62,42.5,bmreports.com,FALSE,
11/06/2023 08:00,Great Britain,Great Britain,GB,119.59,176.22,68.69,43.46,bmreports.com,FALSE,
11/06/2023 09:00,Great Britain,Great Britain,GB,123.07,181.21,68.21,44.68,bmreports.com,FALSE,
11/06/2023 10:00,Great Britain,Great Britain,GB,121.74,180.11,68.5,46.21,bmreports.com,FALSE,
11/06/2023 11:00,Great Britain,Great Britain,GB,119.96,178.15,68.92,47.14,bmreports.com,FALSE,
11/06/2023 12:00,Great Britain,Great Britain,GB,113.37,170.04,70.52,48.4,bmreports.com,FALSE,
11/06/2023 13:00,Great Britain,Great Britain,GB,117.56,174.65,69.35,47.04,bmreports.com,FALSE,
11/06/2023 14:00,Great Britain,Great Britain,GB,125.19,183.62,67.01,44.39,bmreports.com,FALSE,
11/06/2023 15:00,Great Britain,Great Britain,GB,138.97,199.71,63.41,40.11,bmreports.com,FALSE,
11/06/2023 16:00,Great Britain,Great Britain,GB,166.72,232.84,56.69,33.59,bmreports.com,FALSE,
11/06/2023 17:00,Great Britain,Great Britain,GB,186.18,256.22,51.92,28.46,bmreports.com,FALSE,
11/06/2023 18:00,Great Britain,Great Britain,GB,197.41,269.55,49.31,25.24,bmreports.com,FALSE,
11/06/2023 19:00,Great Britain,Great Britain,GB,204.42,277.99,47.45,22.63,bmreports.com,FALSE,
11/06/2023 20:00,Great Britain,Great Britain,GB,213.23,289.17,45.12,19.77,bmreports.com,FALSE,
11/06/2023 21:00,Great Britain,Great Britain,GB,213.35,289.78,44.9,19.3,bmreports.com,FALSE,
11/06/2023 22:00,Great Britain,Great Britain,GB,208.19,284.01,46.07,18.39,bmreports.com,FALSE,
11/06/2023 23:00,Great Britain,Great Britain,GB,201.76,276.21,47.61,17.34,bmreports.com,FALSE,
12/06/2023 00:00,Great Britain,Great Britain,GB,200.99,275.29,47.94,17,bmreports.com,FALSE,
12/06/2023 01:00,Great Britain,Great Britain,GB,199.74,274,47.93,16.6,bmreports.com,FALSE,
12/06/2023 02:00,Great Britain,Great Britain,GB,205.02,281.27,46.44,17.39,bmreports.com,FALSE,
12/06/2023 03:00,Great Britain,Great Britain,GB,206.66,283.66,45.65,18.42,bmreports.com,FALSE,
12/06/2023 04:00,Great Britain,Great Britain,GB,204.21,280.74,45.94,21.81,bmreports.com,FALSE,
12/06/2023 05:00,Great Britain,Great Britain,GB,201.33,275.97,47.57,25.91,bmreports.com,FALSE,
12/06/2023 06:00,Great Britain,Great Britain,GB,206.79,282.7,46.86,27.76,bmreports.com,FALSE,
12/06/2023 07:00,Great Britain,Great Britain,GB,198.93,273.78,49.11,31.37,bmreports.com,FALSE,
12/06/2023 08:00,Great Britain,Great Britain,GB,185.21,257.81,52.3,35.58,bmreports.com,FALSE,
12/06/2023 09:00,Great Britain,Great Britain,GB,172.37,242.67,55.26,39.22,bmreports.com,FALSE,
12/06/2023 10:00,Great Britain,Great Britain,GB,166.2,235.44,56.85,41.23,bmreports.com,FALSE,
12/06/2023 11:00,Great Britain,Great Britain,GB,165.86,235.06,57.13,41.63,bmreports.com,FALSE,
12/06/2023 12:00,Great Britain,Great Britain,GB,160.74,228.67,58.37,42.6,bmreports.com,FALSE,
12/06/2023 13:00,Great Britain,Great Britain,GB,158.63,225.55,58.85,43.18,bmreports.com,FALSE,
12/06/2023 14:00,Great Britain,Great Britain,GB,160.55,227.28,58.19,42.42,bmreports.com,FALSE,
12/06/2023 15:00,Great Britain,Great Britain,GB,172.79,241.27,55.25,39.36,bmreports.com,FALSE,
12/06/2023 16:00,Great Britain,Great Britain,GB,187.01,256.74,52.6,36.45,bmreports.com,FALSE,
12/06/2023 17:00,Great Britain,Great Britain,GB,197.05,268.01,50.55,33.88,bmreports.com,FALSE,
12/06/2023 18:00,Great Britain,Great Britain,GB,207.56,280.38,48.26,30.51,bmreports.com,FALSE,
12/06/2023 19:00,Great Britain,Great Britain,GB,212.24,285.34,47.15,28.16,bmreports.com,FALSE,
12/06/2023 20:00,Great Britain,Great Britain,GB,203.27,274.7,48.68,29.58,bmreports.com,FALSE,
12/06/2023 21:00,Great Britain,Great Britain,GB,202.23,275.51,47.81,27.18,bmreports.com,FALSE,
12/06/2023 22:00,Great Britain,Great Britain,GB,213.04,290.76,44.48,25.67,bmreports.com,FALSE,
12/06/2023 23:00,Great Britain,Great Britain,GB,212.08,290.93,43.97,25.88,bmreports.com,FALSE,
13/06/2023 00:00,Great Britain,Great Britain,GB,202.28,278.73,46.51,27.56,bmreports.com,FALSE,
13/06/2023 01:00,Great Britain,Great Britain,GB,195.04,269.32,48.34,27.71,bmreports.com,FALSE,
13/06/2023 02:00,Great Britain,Great Britain,GB,200.8,277.07,46.59,26.75,bmreports.com,FALSE,
13/06/2023 03:00,Great Britain,Great Britain,GB,205.5,283.47,45.31,25.8,bmreports.com,FALSE,
13/06/2023 04:00,Great Britain,Great Britain,GB,214.76,295.52,42.67,25.27,bmreports.com,FALSE,
13/06/2023 05:00,Great Britain,Great Britain,GB,206.62,283.51,46.12,28.31,bmreports.com,FALSE,
13/06/2023 06:00,Great Britain,Great Britain,GB,198.11,271.88,49.46,31.9,bmreports.com,FALSE,
13/06/2023 07:00,Great Britain,Great Britain,GB,179.98,250.18,53.88,36.59,bmreports.com,FALSE,
13/06/2023 08:00,Great Britain,Great Britain,GB,160.8,226.96,58.82,42.31,bmreports.com,FALSE,
13/06/2023 09:00,Great Britain,Great Britain,GB,141.92,204.1,63.72,47.89,bmreports.com,FALSE,
13/06/2023 10:00,Great Britain,Great Britain,GB,132.27,192.81,66.15,51.39,bmreports.com,FALSE,
13/06/2023 11:00,Great Britain,Great Britain,GB,115.67,173.15,69.79,54.69,bmreports.com,FALSE,
13/06/2023 12:00,Great Britain,Great Britain,GB,109.1,165.02,71.27,56.24,bmreports.com,FALSE,
13/06/2023 13:00,Great Britain,Great Britain,GB,108.92,164.56,71.21,56.35,bmreports.com,FALSE,
13/06/2023 14:00,Great Britain,Great Britain,GB,120.94,179.3,68.08,54.59,bmreports.com,FALSE,
13/06/2023 15:00,Great Britain,Great Britain,GB,135.51,196.45,64.32,50.35,bmreports.com,FALSE,
13/06/2023 16:00,Great Britain,Great Britain,GB,152.81,217.17,59.66,44.96,bmreports.com,FALSE,
13/06/2023 17:00,Great Britain,Great Britain,GB,169.35,236.74,55.52,40.63,bmreports.com,FALSE,
13/06/2023 18:00,Great Britain,Great Britain,GB,175.17,242.97,54.13,37.82,bmreports.com,FALSE,
13/06/2023 19:00,Great Britain,Great Britain,GB,173.58,239.77,54.28,37.58,bmreports.com,FALSE,
13/06/2023 20:00,Great Britain,Great Britain,GB,171.7,237.51,54.33,38.35,bmreports.com,FALSE,
13/06/2023 21:00,Great Britain,Great Britain,GB,165.89,230.83,55.72,40.29,bmreports.com,FALSE,
13/06/2023 22:00,Great Britain,Great Britain,GB,150.94,212.1,59.69,43.5,bmreports.com,FALSE,
13/06/2023 23:00,Great Britain,Great Britain,GB,149.45,210.26,60.24,43.24,bmreports.com,FALSE,
14/06/2023 00:00,Great Britain,Great Britain,GB,152.47,214.04,59.49,41.48,bmreports.com,FALSE,
14/06/2023 01:00,Great Britain,Great Britain,GB,159.95,223.88,57.45,39.13,bmreports.com,FALSE,
14/06/2023 02:00,Great Britain,Great Britain,GB,164.52,230.34,56.25,37.13,bmreports.com,FALSE,
14/06/2023 03:00,Great Britain,Great Britain,GB,163.25,228.79,56.6,36.95,bmreports.com,FALSE,
14/06/2023 04:00,Great Britain,Great Britain,GB,175.74,245.16,53.16,35.69,bmreports.com,FALSE,
14/06/2023 05:00,Great Britain,Great Britain,GB,182.3,253.83,51.6,35.53,bmreports.com,FALSE,
14/06/2023 06:00,Great Britain,Great Britain,GB,168.31,236.54,55.57,38.55,bmreports.com,FALSE,
14/06/2023 07:00,Great Britain,Great Britain,GB,147.04,210.47,61.32,43.13,bmreports.com,FALSE,
14/06/2023 08:00,Great Britain,Great Britain,GB,133.14,194.05,64.77,46.89,bmreports.com,FALSE,
14/06/2023 09:00,Great Britain,Great Britain,GB,119.83,177.99,68.34,50.98,bmreports.com,FALSE,
14/06/2023 10:00,Great Britain,Great Britain,GB,106.09,160.89,72.13,55.15,bmreports.com,FALSE,
14/06/2023 11:00,Great Britain,Great Britain,GB,105.04,160,72.29,55.61,bmreports.com,FALSE,
14/06/2023 12:00,Great Britain,Great Britain,GB,105.9,161.34,72.03,55.25,bmreports.com,FALSE,
14/06/2023 13:00,Great Britain,Great Britain,GB,114.94,172.58,69.6,52.68,bmreports.com,FALSE,
14/06/2023 14:00,Great Britain,Great Britain,GB,125.69,185.52,66.68,50.36,bmreports.com,FALSE,
14/06/2023 15:00,Great Britain,Great Britain,GB,139.21,200.88,63.36,46.34,bmreports.com,FALSE,
14/06/2023 16:00,Great Britain,Great Britain,GB,154.11,218.63,59.3,42.44,bmreports.com,FALSE,
14/06/2023 17:00,Great Britain,Great Britain,GB,175.22,244.09,53.83,37.42,bmreports.com,FALSE,
14/06/2023 18:00,Great Britain,Great Britain,GB,182.59,252.34,52.27,35,bmreports.com,FALSE,
14/06/2023 19:00,Great Britain,Great Britain,GB,184.13,254.29,51.19,32.99,bmreports.com,FALSE,
14/06/2023 20:00,Great Britain,Great Britain,GB,194.78,267.99,48.43,31.75,bmreports.com,FALSE,
14/06/2023 21:00,Great Britain,Great Britain,GB,189.99,262.43,49.34,32.5,bmreports.com,FALSE,
14/06/2023 22:00,Great Britain,Great Britain,GB,197.49,272.69,47.39,31.42,bmreports.com,FALSE,
14/06/2023 23:00,Great Britain,Great Britain,GB,207.09,285.08,44.86,28.67,bmreports.com,FALSE,
15/06/2023 00:00,Great Britain,Great Britain,GB,208.66,287.28,44.28,26.96,bmreports.com,FALSE,
15/06/2023 01:00,Great Britain,Great Britain,GB,210.06,289.22,43.89,25.19,bmreports.com,FALSE,
15/06/2023 02:00,Great Britain,Great Britain,GB,215.77,296.4,42.36,23.27,bmreports.com,FALSE,
15/06/2023 03:00,Great Britain,Great Britain,GB,224.46,307.92,39.99,21.81,bmreports.com,FALSE,
15/06/2023 04:00,Great Britain,Great Britain,GB,228.19,312.82,38.83,21.62,bmreports.com,FALSE,
15/06/2023 05:00,Great Britain,Great Britain,GB,210.24,289.99,44.04,25.57,bmreports.com,FALSE,
15/06/2023 06:00,Great Britain,Great Britain,GB,192.03,267.04,49.21,29.58,bmreports.com,FALSE,
15/06/2023 07:00,Great Britain,Great Britain,GB,179.67,252.32,52.41,33.53,bmreports.com,FALSE,
15/06/2023 08:00,Great Britain,Great Britain,GB,164.13,233.55,56.51,38.02,bmreports.com,FALSE,
15/06/2023 09:00,Great Britain,Great Britain,GB,151.53,218.75,59.82,42.63,bmreports.com,FALSE,
15/06/2023 10:00,Great Britain,Great Britain,GB,140.9,204.88,62.71,44.76,bmreports.com,FALSE,
15/06/2023 11:00,Great Britain,Great Britain,GB,137.59,200.9,63.63,45.57,bmreports.com,FALSE,
15/06/2023 12:00,Great Britain,Great Britain,GB,135.58,198.47,64.16,45.85,bmreports.com,FALSE,
15/06/2023 13:00,Great Britain,Great Britain,GB,144.85,210.06,61.54,43.85,bmreports.com,FALSE,
15/06/2023 14:00,Great Britain,Great Britain,GB,154.96,222.22,58.78,41.16,bmreports.com,FALSE,
15/06/2023 15:00,Great Britain,Great Britain,GB,166.43,235.76,55.88,38.43,bmreports.com,FALSE,
15/06/2023 16:00,Great Britain,Great Britain,GB,178.55,248.94,53.23,34.6,bmreports.com,FALSE,
15/06/2023 17:00,Great Britain,Great Britain,GB,205.78,280.4,47.59,29.34,bmreports.com,FALSE,
15/06/2023 18:00,Great Britain,Great Britain,GB,220.32,297.15,44.6,25.53,bmreports.com,FALSE,
15/06/2023 19:00,Great Britain,Great Britain,GB,227.35,305.66,42.62,22.51,bmreports.com,FALSE,
