task_id,hostname,native_id,process,tag,name,status,exit,module,container,cpus,time,disk,memory,attempt,submit,start,complete,duration,realtime,queue,%cpu,%mem,rss,vmem,peak_rss,peak_vmem,rchar,wchar,syscr,syscw,read_bytes,write_bytes,cpu_model
2,-,876560,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC,A549_R1,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,25769803776,1,1724254113502,1724254113595,1724254228813,115311,114000,-,102.5,3.6,1197293568,4491829248,1197293568,4556845056,2355373110,1940891,4570459,5819,245760,2228224,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
4,-,878487,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:GET_CHROM_SIZES,genome.fa,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:GET_CHROM_SIZES (genome.fa),COMPLETED,0,-,quay.io/biocontainers/samtools:1.13--h8c37831_0,6,28800000,-,25769803776,1,1724254228818,1724254228914,1724254239141,10323,9000,-,99.6,0.0,4878336,12427264,4878336,12431360,3147399755,5817,48258,20,7938048,16384,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
21,-,879206,NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_INDEX,genome.fa,NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_INDEX (genome.fa),COMPLETED,0,-,quay.io/biocontainers/minimap2:2.17--hed695b0_3,12,57600000,-,25769803776,1,1724254239529,1724254239541,1724254328167,88638,83000,-,242.7,54.8,18363625472,22571237376,19359133696,23855484928,3147330561,11574289224,192230,684930,847872,11574296576,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
22,-,880849,NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_ALIGN,A549_R1,NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_ALIGN (A549_R1),COMPLETED,0,-,quay.io/biocontainers/minimap2:2.17--hed695b0_3,6,28800000,-,25769803776,1,1724254329165,1724254329170,1724256429822,2100657,2098000,-,594.5,63.5,21288017920,21949825024,21689958400,22360875008,13908852912,5951401636,970009,1451598,8876158976,5951410176,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
25,-,891625,NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_ALIGN,K562_R1,NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_ALIGN (K562_R1),COMPLETED,0,-,quay.io/biocontainers/minimap2:2.17--hed695b0_3,6,28800000,-,25769803776,1,1724256429830,1724256429922,1724257806609,1376779,1373000,-,587.8,63.2,21187108864,21614231552,21190045696,21614235648,13002496206,3606204372,859369,875560,11512569856,3606212608,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
10,-,900535,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT,A549_R3,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (A549_R3),COMPLETED,0,-,quay.io/biocontainers/nanoplot:1.41.0--pyhdfd78af_0,2,14400000,-,12884901888,1,1724257806615,1724257806709,1724257961971,155356,154000,-,96.6,6.8,2284773376,37336649728,2456453120,62982770688,1155771478,19631314,273105,551,1157423104,10285056,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
15,-,908985,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT,K562_R2,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (K562_R2),COMPLETED,0,-,quay.io/biocontainers/nanoplot:1.41.0--pyhdfd78af_0,2,14400000,-,12884901888,1,1724257961975,1724257962071,1724258044154,82179,81000,-,96.7,4.0,1333477376,25197404160,1348562944,42318487552,616622176,13162614,142978,551,534872064,10354688,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
7,-,900544,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT,A549_R2,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (A549_R2),COMPLETED,0,-,quay.io/biocontainers/nanoplot:1.41.0--pyhdfd78af_0,2,14400000,-,12884901888,1,1724257806619,1724257806710,1724258121876,315257,314000,-,98.4,8.2,2727534592,43282968576,2920521728,73066913792,2443406242,25610751,586146,551,2430959616,10424320,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
19,-,913896,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT,K562_R3,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (K562_R3),COMPLETED,0,-,quay.io/biocontainers/nanoplot:1.41.0--pyhdfd78af_0,2,14400000,-,12884901888,1,1724258044158,1724258044254,1724258355094,310936,310000,-,99.1,6.7,2228330496,37366550528,2531999744,63095738368,2448770738,21962233,588261,551,2050232320,10342400,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
9,-,925462,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC,A549_R3,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,25769803776,1,1724258355102,1724258355194,1724258409326,54224,53000,-,104.8,4.3,1439707136,4491829248,1439707136,4492996608,1106440532,2308251,2131393,6380,52125696,2543616,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
24,-,926717,NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_ALIGN,A549_R3,NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_ALIGN (A549_R3),COMPLETED,0,-,quay.io/biocontainers/minimap2:2.17--hed695b0_3,6,28800000,-,25769803776,1,1724258409330,1724258409426,1724259785344,1376014,1375000,-,588.6,67.4,22598414336,23086764032,23145381888,23640424448,12659738528,2726019037,817529,657862,9857994752,2726027264,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
23,-,935625,NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_ALIGN,A549_R2,NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_ALIGN (A549_R2),COMPLETED,0,-,quay.io/biocontainers/minimap2:2.17--hed695b0_3,6,28800000,-,25769803776,1,1724259785354,1724259785444,1724263385015,3599661,3596000,-,597.0,65.6,21987098624,22529175552,22553473024,23057682432,13941529470,6001670628,973997,1413229,11441528832,6001680384,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
6,-,949868,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC,A549_R2,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,25769803776,1,1724263385021,1724263385115,1724263498431,113410,112000,-,102.9,5.0,1662869504,4571910144,1664618496,4629200896,2388114608,2038332,4634542,5964,1015738368,2379776,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
17,-,951795,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC,K562_R2,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (K562_R2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,25769803776,1,1724263498437,1724263498531,1724263527590,29153,28000,-,108.9,3.4,1144750080,4491829248,1144913920,4493455360,573707101,2128136,1090794,6119,490663936,2375680,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
26,-,952822,NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_ALIGN,K562_R2,NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_ALIGN (K562_R2),COMPLETED,0,-,quay.io/biocontainers/minimap2:2.17--hed695b0_3,6,28800000,-,25769803776,1,1724263527596,1724263527690,1724264380909,853313,852000,-,580.9,61.3,20529991680,21012934656,20837048320,21382057984,12127101062,1444979974,752510,347856,8581894144,1444990976,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
27,-,960453,NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_ALIGN,K562_R3,NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_ALIGN (K562_R3),COMPLETED,0,-,quay.io/biocontainers/minimap2:2.17--hed695b0_3,6,28800000,-,25769803776,1,1724264380927,1724264381009,1724267440954,3060027,3056000,-,596.7,67.2,22525706240,23291240448,22730846208,23291244544,13950471707,5933394206,975089,1428098,9219330048,5933404160,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
18,-,973331,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC,K562_R3,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (K562_R3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,25769803776,1,1724267440990,1724267441054,1724267550361,109371,108000,-,103.0,3.6,1195810816,4491829248,1195810816,4493234176,2397158303,2231332,4652220,6296,1951494144,2539520,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
28,-,975218,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_VIEW_BAM,A549_R1,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_VIEW_BAM (A549_R1),COMPLETED,0,-,quay.io/biocontainers/samtools:1.15.1--h1170115_0,6,28800000,-,25769803776,1,1724267550378,1724267550461,1724267580165,29787,29000,-,466.1,0.1,52473856,621748224,52473856,686448640,5951507425,2929858194,25143,81371,5959966720,2930511872,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
29,-,976159,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_VIEW_BAM,K562_R1,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_VIEW_BAM (K562_R1),COMPLETED,0,-,quay.io/biocontainers/samtools:1.15.1--h1170115_0,6,28800000,-,25769803776,1,1724267580192,1724267580265,1724267599063,18871,18000,-,465.9,0.2,54837248,622043136,54837248,685527040,3606310244,1772160854,15358,49669,3606274048,1772560384,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
30,-,976980,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_VIEW_BAM,A549_R3,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_VIEW_BAM (A549_R3),COMPLETED,0,-,quay.io/biocontainers/samtools:1.15.1--h1170115_0,6,28800000,-,25769803776,1,1724267599087,1724267599163,1724267614337,15250,14000,-,444.1,0.2,71933952,629444608,71933952,686448640,2726124914,1359961729,11404,36148,2726072320,1360252928,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
31,-,977757,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_VIEW_BAM,A549_R2,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_VIEW_BAM (A549_R2),COMPLETED,0,-,quay.io/biocontainers/samtools:1.15.1--h1170115_0,6,28800000,-,25769803776,1,1724267614353,1724267614437,1724267643468,29115,29000,-,462.8,0.2,77049856,629829632,77049856,686448640,6001776385,2961274124,24540,79823,6002409472,2961924096,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
32,-,978694,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_VIEW_BAM,K562_R2,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_VIEW_BAM (K562_R2),COMPLETED,0,-,quay.io/biocontainers/samtools:1.15.1--h1170115_0,6,28800000,-,25769803776,1,1724267643478,1724267643568,1724267650901,7423,7000,-,461.6,0.1,49213440,622194688,49213440,686448640,1445085913,702949101,6292,19302,1445011456,703107072,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
33,-,979252,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_VIEW_BAM,K562_R3,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_VIEW_BAM (K562_R3),COMPLETED,0,-,quay.io/biocontainers/samtools:1.15.1--h1170115_0,6,28800000,-,25769803776,1,1724267650914,1724267651001,1724267679800,28886,28000,-,465.2,0.2,58769408,623026176,58769408,686448640,5933499962,2953692177,25138,78589,4582834176,2954342400,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
34,-,980208,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_SORT,A549_R1,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_SORT (A549_R1),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,6,28800000,-,25769803776,1,1724267679823,1724267679900,1724267729753,49930,49000,-,475.7,14.8,4948492288,6010601472,5026050048,6075797504,5453537144,5238508485,307111,153474,1838493696,5239177216,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
35,-,981382,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_SORT,K562_R1,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_SORT (K562_R1),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,6,28800000,-,25769803776,1,1724267729777,1724267729854,1724267757814,28037,22000,-,432.5,10.0,3339096064,5959323648,3383488512,5988769792,1772266993,1667340445,99525,49672,1303437312,1667743744,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
36,-,982279,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_SORT,A549_R3,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_SORT (A549_R3),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,6,28800000,-,25769803776,1,1724267757841,1724267757914,1724267776165,18324,14000,-,455.2,7.3,2455318528,5959557120,2493657088,6024830976,1360067867,1261857100,72481,36146,1044234240,1262149632,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
37,-,983112,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_SORT,A549_R2,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_SORT (A549_R2),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,6,28800000,-,25769803776,1,1724267776183,1724267776265,1724267823080,46897,43000,-,513.4,14.7,4912836608,6012764160,4965236736,6050562048,5634770775,5446810435,308316,154093,2389233664,5447467008,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
38,-,984280,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_SORT,K562_R2,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_SORT (K562_R2),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,6,28800000,-,25769803776,1,1724267823105,1724267823180,1724267837345,14240,8000,-,452.0,3.9,1306394624,5934190592,1321951232,5999464448,703055239,677421711,38790,19307,577929216,677576704,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
39,-,984902,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_SORT,K562_R3,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_SORT (K562_R3),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,6,28800000,-,25769803776,1,1724267837355,1724267837445,1724267887174,49819,47000,-,456.1,14.7,4923072512,6010863616,4987158528,6058741760,5636011987,5450838949,303984,151909,2064023552,5451481088,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
41,-,986099,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_INDEX,K562_R1,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_INDEX (K562_R1),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,2,14400000,-,12884901888,1,1724267887211,1724267887275,1724267903620,16409,10000,-,125.4,0.0,15765504,173088768,15765504,231587840,1667445841,2253299,99528,567,827924480,2256896,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
40,-,986082,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_INDEX,A549_R1,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_INDEX (A549_R1),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,2,14400000,-,12884901888,1,1724267887191,1724267887274,1724267908994,21803,15000,-,125.7,0.0,15134720,172412928,15134720,231587840,2715065799,2343667,162950,589,1834000384,2347008,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
42,-,987445,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_INDEX,A549_R3,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_INDEX (A549_R3),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,2,14400000,-,12884901888,1,1724267903637,1724267903720,1724267911221,7584,6000,-,120.8,0.0,14868480,172036096,14868480,231587840,1261962489,2093362,72476,528,520531968,2097152,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
